"சமஸ்கிருதம் பேசினால் சீதபேதி குணமாகும், அஜீரணம் உண்டாகாது என பாஜக எம்.பி பேசினாரா"
"முஸ்லீம்களையும், இந்துக்களையும் பிரிக்கும் முடிவை நானே எடுத்தேன் என நேரு ஒப்புக்கொண்டதாகப் பரவும் தவறான தகவல்"
விவேகானந்தரின் நியூயார்க் பயணம் எனத் தவறாகப் பரப்பப்படும் சுவாமி யோகானந்தாவின் வீடியோ
மாணவர்கள் வதந்திகளை கண்டறிவது எப்படி  கேரளாவில் புதிய முயற்சி..
அண்ணாமலையைக் கேள்வி கேட்கச் செய்தியாளர்களுக்கு அமைச்சர் செந்தில் பாலாஜி பரிசு கொடுத்ததாக வதந்தி
அரை டவுசருடன் நேரு : இது ஆர்.எஸ்.எஸ் பயிற்சி அல்ல
அணுவைக் கண்டுபிடித்தவர் ஆல்ஃபிரட் நோபல் என சீமான் கூறிய பொய்
ஶ்ரீபெரும்புதூரில் கண்டெடுக்கப்பட்ட நடராஜர் சிலை மீது பாம்புகள் எனப் பரவும் போலி வீடியோ
பட்டம் பெற்ற எம்.எல்.ஏக்களைக் கொண்ட தெலங்கானா சட்டசபை
அடல் சுரங்கப் பாதை எனப் பரவும் தவறான புகைப்படம் எந்த நாட்டைச்  சேர்ந்தது
அரபியில் இருக்கும் “திருச்சி தமிழ்” ரெஸ்டாரண்ட் திருச்சியில் இருக்கிறதா  தவறான பதிவு
குழந்தை சுஜித் மீட்பு பணிக்கு 11 கோடி செலவானதா  உண்மை என்ன
பேராசிரியர் வர்மா 1 கோடி ராயல்டி தொகையை நிவாரண நிதிக்கு அளித்தாரா
தபால்துறை தேர்வு வினாத்தாள்கள் இனி இந்தி & ஆங்கிலத்தில் மட்டுமே வழங்கப்படும்
காஷ்மீர் முஸ்லீம்களை போலீஸ் அடித்து விரட்டுவதாக பரவும் வீடியோ  உண்மை என்ன
நடிகர் அஜித் குமார் பகாசூரன் திரைப்படத்தை பாராட்டியதாகப் பரப்பப்படும் போலிச் செய்தி
